Corey	NP	Corey
decision	NN	decision
making	NN	making
and	CC	and
then	RB	then
punch	VB	punch
back	RB	back
?	SENT	?
CA	MD	ca
:	:	:
I	PP	I
'	POS	'
m	NN	m
not	RB	not
going	VBG	go
to	TO	to
say	VB	say
punch	NN	punch
,	,	,
I	PP	I
'	POS	'
m	NN	m
going	VBG	go
to	TO	to
say	VB	say
fight	NN	fight
back	RB	back
,	,	,
absolutely	RB	absolutely
.	SENT	.
RD	NP	RD
:	:	:
OK	UH	OK
,	,	,
fight	VB	fight
back	RB	back
,	,	,
that	IN	that
'	POS	'
s	NNS	<unknown>
good	JJ	good
.	SENT	.
CA	MD	ca
:	:	:
With	IN	with
every	DT	every
fiber	NN	fiber
we	PP	we
have	VBP	have
.	SENT	.
If	IN	if
it	PP	it
means	VBZ	mean
that	IN	that
we	PP	we
look	VBP	look
weak	JJ	weak
or	CC	or
we	PP	we
'	POS	'
re	NN	re
a	DT	a
threat	NN	threat
,	,	,
so	RB	so
damn	RB	damn
well	RB	well
be	VB	be
it	PP	it
,	,	,
because	IN	because
you	PP	you
know	VBP	know
,	,	,
this	DT	this
is	VBZ	be
the	DT	the
moment	NN	moment
.	SENT	.
I	PP	I
mean	VBP	mean
,	,	,
everyone	NN	everyone
is	VBZ	be
impacting	VBG	impact
everyone	NN	everyone
else	RB	else
.	SENT	.
We	PP	we
have	VBP	have
a	DT	a
shot	NN	shot
to	TO	to
nudge	VB	nudge
each	DT	each
other	JJ	other
to	TO	to
be	VB	be
our	PP$	our
better	JJR	good
selves	NNS	self
.	SENT	.
And	CC	and
to	TO	to
look	VB	look
at	IN	at
the	DT	the
stories	NNS	story
of	IN	of
inspiration	NN	inspiration
,	,	,
the	DT	the
stories	NNS	story
of	IN	of
humans	NNS	human
reaching	VBG	reach
out	RP	out
to	TO	to
humans	NNS	human
,	,	,
of	IN	of
companies	NNS	company
doing	VBG	do
incredible	JJ	incredible
things	NNS	thing
,	,	,
letting	VBG	let
go	NN	go
of	IN	of
the	DT	the
profit	NN	profit
motive	NN	motive
for	IN	for
a	DT	a
moment	NN	moment
,	,	,
of	IN	of
countries	NNS	country
trying	VBG	try
to	TO	to
help	VB	help
each	DT	each
other	JJ	other
--	:	--
there	EX	there
are	VBP	be
stories	NNS	story
about	IN	about
that	DT	that
.	SENT	.
I	PP	I
think	VBP	think
we	PP	we
need	VBP	need
to	TO	to
amplify	VB	amplify
some	DT	some
of	IN	of
those	DT	those
stories	NNS	story
more	RBR	more
.	SENT	.
And	CC	and
we	PP	we
'	POS	'
re	NN	re
certainly	RB	certainly
down	RB	down
to	TO	to
do	VB	do
that	DT	that
.	SENT	.
We	PP	we
'	POS	'
re	NN	re
trying	VBG	try
to	TO	to
do	VB	do
that	IN	that
every	DT	every
day	NN	day
.	SENT	.
And	CC	and
Ray	NP	Ray
,	,	,
I	PP	I
loved	VBD	love
hearing	NN	hearing
you	PP	you
talk	VBP	talk
about	IN	about
some	DT	some
of	IN	of
the	DT	the
good	JJ	good
things	NNS	thing
that	IN	that
China	NP	China
is	VBZ	be
doing	VBG	do
,	,	,
all	RB	all
the	DT	the
rest	NN	rest
of	IN	of
it	PP	it
.	SENT	.
Thank	VB	thank
you	PP	you
for	IN	for
your	PP$	your
voice	NN	voice
and	CC	and
for	IN	for
spending	VBG	spend
this	DT	this
time	NN	time
and	CC	and
for	IN	for
being	VBG	be
,	,	,
you	PP	you
know	VBP	know
,	,	,
honest	JJ	honest
and	CC	and
vigorous	JJ	vigorous
with	IN	with
us	PP	us
.	SENT	.
And	CC	and
thank	VB	thank
you	PP	you
,	,	,
everyone	NN	everyone
,	,	,
for	IN	for
listening	VBG	listen
.	SENT	.
RD	NP	RD
:	:	:
I	PP	I
appreciate	VBP	appreciate
it	PP	it
.	SENT	.
CA	MD	ca
:	:	:
A	DT	a
big	JJ	big
damn	JJ	damn
deal	NN	deal
.	SENT	.
If	IN	if
you	PP	you
'	POS	'
re	NN	re
listening	NN	listening
,	,	,
it	PP	it
sounded	VBD	sound
like	IN	like
you	PP	you
just	RB	just
got	VBD	get
a	DT	a
warning	NN	warning
that	IN	that
this	DT	this
could	MD	could
be	VB	be
a	DT	a
multiyear	JJ	multiyear
recession	NN	recession
,	,	,
depression	NN	depression
.	SENT	.
That	IN	that
'	POS	'
s	NNS	<unknown>
scary	JJ	scary
,	,	,
and	CC	and
more	JJR	more
than	IN	than
ever	RB	ever
,	,	,
we	PP	we
need	VBP	need
to	TO	to
be	VB	be
in	IN	in
this	DT	this
together	RB	together
,	,	,
as	IN	as
we	PP	we
'	POS	'
ve	NN	ve
said	VBD	say
again	RB	again
and	CC	and
again	RB	again
.	SENT	.
RD	NP	RD
:	:	:
Well	UH	well
,	,	,
in	IN	in
conclusion	NN	conclusion
,	,	,
--	:	--
I	PP	I
know	VBP	know
we	PP	we
'	''	'
re	IN	re
wrapping	VBG	wrap
up	RP	up
--	:	--
yes	UH	yes
,	,	,
I	PP	I
believe	VBP	believe
this	DT	this
is	VBZ	be
a	DT	a
defining	VBG	define
moment	NN	moment
,	,	,
we	PP	we
will	MD	will
get	VB	get
through	IN	through
it	PP	it
fine	JJ	fine
,	,	,
we	PP	we
will	MD	will
be	VB	be
restructured	VBN	restructure
in	IN	in
important	JJ	important
ways	NNS	way
.	SENT	.
So	IN	so
that	DT	that
'	''	'
s	NN	S
fine	NN	fine
.	SENT	.
And	CC	and
thank	VB	thank
you	PP	you
for	IN	for
,	,	,
you	PP	you
know	VBP	know
,	,	,
sharing	VBG	share
ideas	NNS	idea
worth	JJ	worth
considering	VBG	consider
,	,	,
you	PP	you
know	VBP	know
.	SENT	.
CA	MD	ca
:	:	:
Thank	VB	thank
you	PP	you
,	,	,
Ray	NP	Ray
.	SENT	.
Thanks	NNS	thanks
so	RB	so
much	RB	much
,	,	,
everyone	NN	everyone
,	,	,
for	IN	for
listening	VBG	listen
.	SENT	.
Corey	NP	Corey
,	,	,
we	PP	we
'	POS	'
ve	NN	ve
still	RB	still
got	VBD	get
more	JJR	more
days	NNS	day
to	TO	to
the	DT	the
week	NN	week
.	SENT	.
There	EX	there
'	''	'
s	VBG	<unknown>
an	DT	an
amazing	JJ	amazing
program	NN	program
tomorrow	NN	tomorrow
,	,	,
we	PP	we
'	POS	'
re	NN	re
going	VBG	go
to	TO	to
take	VB	take
a	DT	a
much	RB	much
more	RBR	more
global	JJ	global
look	NN	look
there	RB	there
that	IN	that
I	NP	I
'	POS	'
m	NN	m
superexcited	VBD	superexcite
about	RB	about
.	SENT	.
We	PP	we
have	VBP	have
a	DT	a
report	NN	report
from	IN	from
the	DT	the
head	NN	head
of	IN	of
LabourNet	NP	<unknown>
,	,	,
which	WDT	which
is	VBZ	be
an	DT	an
organization	NN	organization
in	IN	in
India	NP	India
looking	VBG	look
at	IN	at
mobile	JJ	mobile
workers	NNS	worker
who	WP	who
just	RB	just
are	VBP	be
facing	VBG	face
this	DT	this
horrific	JJ	horrific
situation	NN	situation
right	RB	right
now	RB	now
,	,	,
where	WRB	where
they	PP	they
'	POS	'
re	IN	re
having	VBG	have
to	TO	to
,	,	,
in	IN	in
the	DT	the
lockdown	NN	<unknown>
,	,	,
having	VBG	have
to	TO	to
maybe	RB	maybe
walk	VB	walk
home	NN	home
hundreds	NNS	hundred
of	IN	of
miles	NNS	mile
,	,	,
or	CC	or
face	NN	face
police	NN	police
action	NN	action
.	SENT	.
We	PP	we
'	POS	'
ve	NN	ve
got	VBD	get
a	DT	a
report	NN	report
right	NN	right
from	IN	from
the	DT	the
front	JJ	front
lines	NNS	line
there	RB	there
as	IN	as
to	TO	to
what	WP	what
that	DT	that
'	''	'
s	NNS	<unknown>
like	VBP	like
in	IN	in
a	DT	a
country	NN	country
with	IN	with
a	DT	a
very	RB	very
different	JJ	different
set	NN	set
of	IN	of
trade-offs	NNS	trade-off
they	PP	they
'	''	'
re	IN	re
having	VBG	have
to	TO	to
make	VB	make
between	IN	between
lockdown	NN	<unknown>
and	CC	and
giving	VBG	give
the	DT	the
most	RBS	most
impoverished	VBN	impoverish
a	DT	a
chance	NN	chance
.	SENT	.
And	CC	and
then	RB	then
,	,	,
a	DT	a
wide-ranging	JJ	wide-ranging
discussion	NN	discussion
with	IN	with
Fareed	NP	Fareed
Zakaria	NP	Zakaria
,	,	,
who	WP	who
,	,	,
you	PP	you
know	VBP	know
,	,	,
has	VBZ	have
this	DT	this
global	JJ	global
view	NN	view
--	:	--
you	PP	you
will	MD	will
have	VB	have
seen	VBN	see
him	PP	him
on	IN	on
CNN	NP	CNN
--	:	--
he	PP	he
'	POS	'
s	NN	S
got	VBD	get
this	DT	this
very	RB	very
broad-ranging	VBG	broad-range
global	JJ	global
view	NN	view
as	IN	as
to	TO	to
how	WRB	how
to	TO	to
think	VB	think
about	IN	about
this	DT	this
thing	NN	thing
.	SENT	.
And	CC	and
to	TO	to
compare	VB	compare
the	DT	the
different	JJ	different
responses	NNS	response
of	IN	of
different	JJ	different
countries	NNS	country
.	SENT	.
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NNS	<unknown>
going	VBG	go
to	TO	to
be	VB	be
an	DT	an
amazing	JJ	amazing
conversation	NN	conversation
,	,	,
I	PP	I
urge	VBP	urge
you	PP	you
to	TO	to
come	VB	come
back	RB	back
for	IN	for
that	DT	that
.	SENT	.
CH	NP	CH
:	:	:
It	PP	it
'	POS	'
s	NN	S
so	RB	so
amazing	JJ	amazing
--	:	--
you	PP	you
know	VBP	know
,	,	,
we	PP	we
were	VBD	be
talking	VBG	talk
about	IN	about
this	DT	this
in	IN	in
a	DT	a
meeting	NN	meeting
this	DT	this
morning	NN	morning
--	:	--
this	DT	this
is	VBZ	be
a	DT	a
crisis	NN	crisis
that	IN	that
the	DT	the
whole	JJ	whole
world	NN	world
is	VBZ	be
going	VBG	go
through	IN	through
together	RB	together
,	,	,
and	CC	and
I	PP	I
think	VBP	think
that	DT	that
'	''	'
s	VBG	<unknown>
what	WP	what
'	POS	'
s	NN	S
so	RB	so
unusual	JJ	unusual
about	IN	about
it	PP	it
and	CC	and
there	EX	there
'	''	'
s	NNS	<unknown>
so	RB	so
much	RB	much
to	TO	to
dig	VB	dig
into	IN	into
,	,	,
so	RB	so
much	JJ	much
to	TO	to
learn	VB	learn
about	RB	about
how	WRB	how
it	PP	it
'	POS	'
s	JJ	<unknown>
affecting	VBG	affect
everybody	NN	everybody
in	IN	in
different	JJ	different
ways	NNS	way
.	SENT	.
So	IN	so
I	PP	I
'	POS	'
m	NN	m
glad	VBP	glad
we	PP	we
'	''	'
re	IN	re
continuing	VBG	continue
.	SENT	.
CA	MD	ca
:	:	:
Thank	VB	thank
you	PP	you
,	,	,
everyone	NN	everyone
.	SENT	.
Thank	VB	thank
you	PP	you
,	,	,
Ray	NP	Ray
.	SENT	.
And	CC	and
you	PP	you
can	MD	can
see	VB	see
a	DT	a
recording	NN	recording
of	IN	of
this	DT	this
,	,	,
if	IN	if
you	PP	you
didn	NN	<unknown>
'	POS	'
t	NN	t
[	SYM	[
see	NN	see
]	SYM	]
the	DT	the
whole	JJ	whole
thing	NN	thing
,	,	,
by	IN	by
going	VBG	go
,	,	,
I	PP	I
think	VBP	think
it	PP	it
'	''	'
s	NN	S
to	TO	to
go	VB	go
.	SENT	.
ted	VB	ted
.	SENT	.
com	NN	com
/	SYM	/
tedconnects	VBZ	tedconnect
.	SENT	.
And	CC	and
if	IN	if
you	PP	you
want	VBP	want
to	TO	to
look	VB	look
at	IN	at
Ray	NP	Ray
'	POS	'
s	JJ	<unknown>
work	NN	work
on	IN	on
this	DT	this
,	,	,
just	RB	just
google	NN	<unknown>
Ray	NP	Ray
Dalio	NP	<unknown>
LinkedIn	NP	<unknown>
,	,	,
and	CC	and
there	EX	there
'	''	'
s	VBG	<unknown>
a	DT	a
whole	JJ	whole
series	NN	series
of	IN	of
resources	NNS	resource
there	RB	there
.	SENT	.
That	IN	that
'	POS	'
s	NN	S
"	``	"
Dalio	NP	<unknown>
"	''	"
with	IN	with
one	CD	one
"	``	"
L	NP	L
.	SENT	.
"	``	"
Ray	NP	Ray
,	,	,
thank	VBP	thank
you	PP	you
so	RB	so
much	RB	much
for	IN	for
this	DT	this
.	SENT	.
This	DT	this
was	VBD	be
really	RB	really
,	,	,
really	RB	really
,	,	,
really	RB	really
interesting	JJ	interesting
.	SENT	.
Thank	VB	thank
you	PP	you
so	RB	so
much	RB	much
.	SENT	.
Thanks	NNS	thanks
,	,	,
all	RB	all
.	SENT	.
CH	NP	CH
:	:	:
Thank	VB	thank
you	PP	you
.	SENT	.
